rating,comment,time,votes
5,给5星的原因是——CG技术和人物美型程度真的很强大~~在养眼方面没话说。尤其看了全新的完全版ACC，剧情比AC更上了一层楼~,2009/10/26 17:44,0
5,若作为电影真的有点搓。但意义大于一切。,2008/5/21 11:57,0
5,"再现游戏里的点点滴滴,动作够快够炫,爆炸,粒子,竞速,疾病通通都有!!!后来又出的加强版比原版好一些,克劳德终于也从轻松挑翻一个伪萨菲罗斯拯救一群皮肤病少年的大侠，变成了艰难推倒大恶魔萨菲罗斯、拯救了一群绝症少年顺便拯救了世界的英雄——而且顺便用扎克斯的出场来使剧情更为煽情。",2010/2/7 13:39,0
5,谁还没有过中二病啊，话说第一次在电视上看，音轨一时日语一时国语无缝切换真的是吓到我了。。。。顺便再过一万年SE和野村哲也的中二病杀马特小白脸风设计还是很好看orz,2018/11/30 22:10,2
4,其实……我没看太懂剧情……但是！游戏打斗画面都很带感，所以看得也蛮爽。再者，结束歌时的画面真的好美呀,2013/9/8 18:10,0
4,Fans向什么的 都是浮云 冲着声优去的 结果被画面震到了 这可是六年前的东西啊 你妹中国十年后也做不出 不爽,2011/12/7 8:14,0
4,单从技术角度的推荐,2007/11/14 20:43,0
5,我是来看画面的 ，其他的偶不管,2011/2/17 22:17,0
5,打斗场面太华丽了咩！,2010/10/31 0:08,0
4,画面五星，剧情减一星……,2010/3/28 9:22,0
5,夠大氣,2009/9/4 4:31,0
5,我就是NC粉，哈哈！！陆行鸟诶！！！,2009/10/31 12:26,0
4,SE的CG不必说,2010/4/28 13:41,0
5,[最终幻想VII：圣子降临].Final.Fantasy.VII.Advent.Children.Compltet.2005.Bluray.720p.DTS.2Audio.x264-CHD,2009/12/5 17:56,0
4,玩过一半ff7，还算一知半解吧,2011/1/4 22:33,0
4,没玩儿过游戏，但也被震撼……,2010/9/24 21:31,0
5,画面非常之好,2011/10/15 6:18,0
4,CG片总是有它的缺陷，而且大概是因为没看过前传，所以比较看得比较糊涂，但这片制作精良，人物个个都很帅，所以还是挺喜欢的。,2010/3/21 22:10,0
4,画面很不错，可惜表情还是有些木呐；最终幻想的游戏没玩过，系列的片子也看得少，很多不熟悉；大家接力将克劳德扔上天那一段不错，看着很温暖,2010/9/3 14:19,0
5,CG长片的巅峰之作，就是剧情有点弱，还好打过游戏。,2009/5/4 10:39,0
4,不了解游戏的还是不要看吧。。。,2008/7/13 22:24,0
5,哭。。。。。,2012/3/5 20:33,0
4,制作还是相当精良的～,2010/11/16 10:15,0
4,牙黄-1星，高科技+1星,2010/4/18 19:04,0
5,克莱德太帅啦,2010/3/31 20:35,0
4,画面很精致,2010/2/3 9:40,0
5,帅气，腐气满点,2009/10/11 4:17,0
5,再回首。。。。。。,2010/4/15 10:10,0
4,有时候我们要从回忆里走出来，才会知道自己并不是一个人。（啊我决定考完T就玩ff的游戏~）,2008/10/17 23:30,1
3,10年前的CG放到现在仍然秒杀爵迹,2016/12/31 16:35,491
3,电影画面确实很炫。但故事情节似乎有点没看明白。很有必要再看看《最终幻想》其他的系列。,2008/5/6 0:26,59
3,这CG效果，05年的作品啊，看着比《爵迹》好多了。FF粉丝向作品，没玩过其中任何一款游戏，花半小时了解了下故事背景才敢看。节奏太拖沓，剧情应该是FF电影作品里最好的了吧。,2016/12/30 9:04,61
3,看来几天才看完，现在来看，水平真的很一般，但05年看，可能很惊艳，然而剧情很莫名其妙，节奏也很拖沓，人物都很美，然而分不出谁说谁，只能靠发型辨别了。。觉得那个出场过2次第白发小女保镖好帅，全片不停地叫妈妈。。,2016/9/30 16:49,33
3,装13,2009/2/25 19:03,19
3,除了CG还有啥了,2011/5/25 9:08,17
3,对于非fans向而言真的就是一群杀马特飞来飞去的打。。还是双马尾妹子好看,2013/7/7 20:33,14
3,非常粉丝向，非常情怀向。 但是即便毛都没看懂，非原作党也会觉得真的很好看，字面意思上的。 因为技术+用心，se就是这么牛逼。,2016/12/24 4:21,10
3,华美的人物和绚丽的武打为这部动画加了不少分，可是故事的苍白人物的无力依然不被业内看好，再唯美的Tifa在死去的Aerith面前也是悲剧，即使再努力，也救不活Cloud再去爱人的心,2011/9/8 10:15,10
3,除了画面，没什么好看的,2012/7/2 14:21,8
3,看完15王者之剑回来看克劳德，哪怕男主发型非主流，战斗力忽高忽低，05年的片什么我都可以原谅了。三兄弟很帅，全片就像小蝌蚪找麻麻，简直心疼；女主像广末凉子。,2017/3/18 0:35,7
3,虽然现如今对本片的故事印象模糊，但还依稀记得南南那句“人设好酷”的评价。,2013/7/9 23:20,4
3,果然这种片子还是要情怀支撑,2017/4/13 18:27,5
3,早年杀马特装逼典范,2017/6/25 2:27,5
3,CG很棒就是看不懂,2017/2/10 10:42,5
3,"当初第一次看到时候觉得cg好nb，现在回头看众人送克劳德上天那段简直了,蒂法最美毋庸置疑。。。😂😂😂",2017/2/28 14:05,7
3,很久以前听Linkin Park的一首歌是配的这部的剪辑，当时觉得人物好美好帅，今天看完感觉还是适合几分钟的剪辑，两小时实在太长，剧情简单，但是缓慢拖沓,2018/7/8 16:50,3
3,当年当然看过啊~~~,2017/3/13 9:54,2
3,好华丽，可惜票房不理想,2010/1/28 18:27,3
3,杀马特发型，真是。。。。,2017/10/29 19:42,2
3,就…花了两小时领略12年前超前CG技术，没打过游戏感到剧情不知所云（大概本身编剧弱）。考哥内敛低音炮，森久保变态音，作为cv饭也算满足。,2017/2/12 17:10,3
3,粉丝向的作品。动作戏再精彩，看多了也累。剧本烂，对白让人着急。CG还可以，但受不了那一张张整容脸。女主的配音好业余。,2018/10/10 15:21,2
3,为考哥补（结果台词好少啊）。没玩过游戏没看上一部，看的还貌似是完整（拖沓）版，所以虽然有弹幕全程科普，还是时不时懵逼出戏啊。另一个减星点是整体的灰色调，个人不喜啊（省钱？），片尾的蓝天绿地看着才亮眼啊。。。当然啦，叠罗汉上天啦，打斗啦还是有不少亮点。,2016/10/18 22:31,3
3,人也做得太好看了,2018/9/7 22:15,2
3,剧情太不紧凑了，看得我好累,2018/8/19 16:50,2
3,虽然我看不大懂...,2008/11/2 11:12,0
3,从动画自身的意义和所造成的效果来看，我无法给与太高的评价。,2011/1/12 23:58,1
3,用镜头技巧规避了许多高成本。,2009/12/21 22:48,5
3,打斗场面很骚，但是其余部分的表现力感觉一般。当年的CG表情细节实在有限，没看过前因后果感觉就有些赶,2017/4/4 22:28,3
3,我看的是complete完整版，根本与“科幻”无关嘛~尤其是人物面貌太虚即非人，外加故事冗长空洞，只适合游戏设定的演绎，让我无法投入电影中，忍着看完就已是给予尊重了。（如果只对自己的情感负责，只想评2星）,2017/2/9 13:39,2
3,很早的时候看过，就记得带红领巾的那位，很帅~,2017/6/23 17:20,2
3,忘了什么时候看的了,2017/12/30 18:28,2
3,CG做的是真好。不过没看过前作、没玩过游戏的话，并不能看得很爽。,2018/8/7 15:24,2
3,剧情太烂,2016/12/29 21:56,2
3,非游戏玩家根本看不懂剧情，纯粹看脸的我表示男主的颜值在这里面可能倒数了lol,2018/3/19 20:52,2
3,7分，CG的巅峰也就不过如此了吧。,2009/12/26 12:13,0
3,我的天哪都是12年前的了。CG特效真不错👍不过配音有点奇怪，以及没有游戏背景或者前面的北京的话，这部不怎么看得懂,2017/11/12 0:18,2
3,CG,2017/1/22 17:07,2
3,1.13周五晚上看了《最终幻想7:圣子降临》，和其他的系列电影没有联系，是独立故事剧情。 故事发生在游戏剧情结束后的2年，拯救世界英雄克劳德生活在郁郁寡欢中，而”星痕症候群”病也在慢慢蔓延，最终英雄再次振作，和蒂法、其他伙伴一起战胜了白发三人组！,2017/1/21 19:52,2
3,要什么剧情，这CG还不够你看吗,2018/8/20 22:20,2
3,以现在的动画水准来看，人物姿态、表情等细节方面粗糙了点儿。男主那飞舞的大砍刀总让我想起犀牛牌刀片儿！,2016/8/26 20:45,2
3,纯粉丝向，没通关一遍估计完全没办法理解。里面克劳德形象好帅，移动剑阵机车也很酷，再也就没了。整个剧情就是感觉狗尾续貂没事找事，对主线剧情和世界观塑造几乎毫无作用，三小只真的是最无聊的反派，最后还得拉死了无数次还死不了的赛菲罗斯救场。蒂法真的好惨，爱丽丝成神了以后她怎么样都被压一头，而且这部的形象也不好看。可能当年这技术还行，现在看这 cg 也只能说马马虎虎，镜头也就是游戏的感觉，总之就是没打看了一场大型过场动画的感觉吧，其实也挺爽的，要不然还得费劲打打打才能看到剧情。,2024/7/15 21:19,2
3,效果一级棒，情节看不懂。,2017/2/28 20:41,2
3,6.3分，当年AV8看的，后来那网站域名被卖了。后来就再也没上过了。,2017/9/5 23:42,2
3,cg做得好,2017/10/21 11:55,2
3,CG不错,2018/11/18 20:10,2
3,奇怪，回去翻记录我给的评分也是考察级，非常低，我记得7算是FF动画化里面最成功的一部了，起码有剧情有蒂法。再然后有了个重制版，克劳德分剑放大的画面被改不好看了,2017/3/12 12:27,3
3,三星给制作……,2017/12/20 22:25,2
3,3,2017/8/12 6:58,2
3,截止目前看过的唯一一部《最终幻想》，还是在高中时代~,2017/2/25 20:07,2
3,剧情完全不记得了，就只记得动作戏，装深沉，然后又是动作戏……,2016/4/4 12:58,2
3,那麼大的刀舞的多累，你看拆散了就贏了。,2018/11/24 23:33,2
3,闪闪亮的美男子啊。剧情什么的，管他呢,2013/8/21 17:24,0
3,这什么鬼东西，男人都画得跟鬼一样，对白矫情得要死，恶心死了！就是个打怪游戏的广告片啊！,2017/11/6 22:44,2
3,没看懂，只记得蒂法很美……,2018/8/15 22:17,2
3,游戏终究是游戏，什么第九艺术之类的……,2017/8/15 23:43,2
3,因克劳德爱上考哥~重温十年前作品，经费在燃烧~剧情较弱，小祥声音太有辨识度,2017/8/22 12:35,2
3,对我来说剧情都是浮云，我只是来看坂本夫妇的,2017/12/14 20:18,2
3,剧情太弱了，模型好评😊,2016/8/26 22:33,3
3,cg感觉好好，每个人都好好看，就是剧情不是很能理解，男主战斗力忽高忽低,2017/11/19 22:07,2
3,蒂法美腻,2017/9/9 19:19,2
3,CG,2014/7/10 23:54,1
3,情怀之作，但若作为一个独立动画，尚不完整,2018/10/12 17:29,2
3,没看懂……,2017/1/6 23:45,2
3,历代FF里最帅的男主角～吓人的皮肤和毛发,2009/3/2 0:02,3
3,剧情很一般，但是Cloud和Tifa太好看了,2018/7/23 14:37,2
3,粉丝向电影，有些设定背景看不太明白。,2018/3/24 23:36,2
3,稀松平常，，，,2018/10/31 18:29,2
3,没玩过FF7，所以get不到点，只看到了各种中二。,2016/12/17 16:16,2
3,打boss怪的场面很过瘾。但是非游戏迷看得还是比较尬。,2018/9/8 0:21,2
3,这个style的gg我是喜欢的呀~~,2008/3/21 8:18,2
3,画面很棒啊，那个时候的技术就已经可以达到这么好的效果了。不过不太了解游戏，所以看的有点累，不是很懂，多亏有弹幕,2018/3/22 22:18,2
3,剧情的话没有玩过游戏所以觉得很尬 三星完全因为克劳德的颜值 满足了高中时代对男神的一切幻想🤣,2018/6/2 23:14,2
3,AC最关键的是S女王告诉我们他是不会成为回忆的，他必然会以各种各样的方式复活，并将他与片云君那众人皆知的JQ永远继续下去。顺说，SE快妇科FF7吧。,2008/3/20 15:39,2
3,嗯剧情完全没看懂，但画面在05年就这么优秀真的没的说啊。原来人类的最终幻想，就是地球人都长得超美，而且都身手不凡啊,2016/9/27 15:57,3
3,可以说是系列里最好看的一部了，童年回忆，可惜以前只看了一部分，很震撼，因而心中甚是遗憾。现在看了全片，有点遗憾。完整的记忆或许不是那么美好。,2018/8/19 21:26,2
3,技术过时，动作酷炫，剧情不完整，没玩过最终幻想7的基本搞不懂剧情，而且即使了解了背景，故事也是薄弱老套的。,2017/8/25 0:14,2
3,什么时候才能补完游戏本体啊。。。,2016/11/30 22:37,2
3,制作精美，剧情毫无深度,2018/7/20 14:16,2
3,"不是fans,对着一群娘娘腔干瞪眼",2008/3/13 21:58,2
3,杀马特家族内战,2017/7/9 17:42,2
3,讲实话，只能在影院看，没有机器呀~？大哥，这片子的特效~真是牛批,2018/5/22 17:06,2
3,快来看我技术多吊。,2016/10/10 20:36,2
3,cg还行,2018/1/14 14:01,2
3,同人啊,2016/11/22 20:26,2
3,cg很不错，但剧情是真的没看太懂，太宏大的世界观了。不过最后的极鬼剑术暴风式还是很惊艳。,2018/8/5 8:02,3
3,第一次看这种cg电影，动画映入眼帘的第一感觉就是震撼，人物做得非常细腻逼真，剧情背景设定在一个架空的世界，人物关系网络不算复杂，剧情的矛盾冲突也很单一，所以剧情显得有些单薄，有些美国好莱坞式的大片的意味，总得来说，这种电影看得可能就只是一个震撼的画面与音效。,2018/8/31 18:04,2
3,哪好看！！,2016/11/29 22:50,2
3,没玩过游戏的我最多也只能打出三星了，在05年这CG水准应该是逆天了吧，对粉丝来说应该是狂欢盛宴了，可惜我不是。,2018/4/5 14:05,2
3,野岛一成能不能用点心？！就不能把剧本写到及格线水平？,2016/8/27 11:57,2
3,3d制作很精良了，不知道当时砸了多少钱哈哈哈,2018/5/27 1:40,2
3,童年回忆,2016/9/1 2:45,2
3,非FF迷认为还行,2010/11/23 0:32,2
3,原来之前看过啊，居然再看也一点印象都木有…太中二了打来打去也不知道打啥…也就技术上看看美男美女美景了,2010/1/18 22:27,1
3,作为没有玩过游戏的人……我完全不知道在讲什么……但尽管如此，我还是知道剧情实在是拖沓的要命……,2017/6/10 20:44,2
3,不知道背景，看得很辛苦，分了两次来看，大部分时间都是疑惑状态，很拖沓，总看不到剧情。,2012/11/22 22:34,1
3,还是高中时候看的,2016/9/18 16:16,2
3,从当年就没有站对过西皮圣子又被伤害了一遍..........................................其实Z也挺好的啊特别好但是cv太娘了受不了QQAQQ 这么多年之后看S强拆战斗法还是觉得嘤嘤嘤嘤嘤嘤嘤。哦童年QQAQQ。,2014/5/17 17:20,2
3,那头发弄得太帅了，得抹多少杰士派发蜡啊,2010/8/9 16:59,2
3,7分,2016/8/26 12:13,2
3,想必当面看的很震撼,2018/3/14 12:02,2
3,强大的制作,2007/12/22 11:27,2
3,好帅，好飘逸，看到一半没看懂在干嘛，先弃了。。。,2016/10/13 9:41,3
3,CG画面很有质感，配乐也好听，但对于非游戏迷来说，剧情真心看不太懂，几个人一直在找妈妈也是醉了,2018/6/20 19:17,2
3,今天才发觉，原来声优行列里面有伊藤步！已经忘记当年看得感觉是怎么样的了，一群刚发育的毛孩子聚集在一起看这种宏大世界观的东西，怎么可能看出什么来呢。,2011/12/22 18:37,2
3,美型～,2007/8/8 18:40,1
3,这一集虽然画面很不错，但太多打斗场景，而故事线索似乎是不玩游戏的影迷很难拼凑全面。,2012/3/31 20:30,1
3,想起来高中美术课老师放给我们看的= =,2010/12/2 15:42,1
3,人物太多 看的有点晕！！！,2012/11/10 17:29,1
3,很炫的动作设计。日本CG真是把全世界甩在身后啊……,2008/9/8 10:42,1
3,不要管情节了，别虐待自己，看CG就好,2006/10/31 15:27,1
3,原作厨飙泪之作，非原作玩家云里雾里……,2012/1/11 17:34,1
3,这不是续集啊？,2012/3/19 7:57,1
3,人物做得很漂亮。,2016/9/6 22:05,1
3,画面狂华丽，人物狂美型，剧情狂看不懂！不是FF fans的话，文戏就可以不看了，光看一帮人打已经很过瘾了。唯一的遗憾是所有女性角色的打斗画面都比男性角色略显生硬。,2007/9/11 12:31,1
3,华丽丽的制作。。。,2010/6/11 18:52,1
3,打斗场面很精彩,2009/2/9 16:51,1
3,没怎么研究过最终幻想系列 剧情有点混乱 但单论cg技术 到现在我都没看过超过他的,2017/12/28 17:13,2
3,补标，小时候看给迷得不要不要的。现在看真的有点辣眼睛了，粉丝给三星吧,2019/6/2 0:53,1
3,闭着眼睛都高潮了就是因为00呀( # ▽ # ),2010/3/4 8:50,1
3,一般,2007/5/6 0:37,1
3,凶器不错,2010/6/21 19:36,1
3,画面挺好看的，剧情鸡肋,2006/2/9 11:52,1
3,大屏幕下我也能睡,2008/8/13 16:19,1
3,除了几张帅脸，什么都不记得了。,2012/5/16 18:31,1
3,Cloud确实很帅……呜,2010/6/19 22:26,1
3,眼睛真大。,2013/11/3 0:31,1
3,还凑合,2018/1/7 22:00,1
3,听着13在那儿演绎自闭娃看着炫酷的画面还是很宜人的。,2009/7/23 2:08,1
3,2015/6/4,2017/12/21 15:35,1
3,cg是很酷炫的 但是这剧情……这分数会不会高了点,2017/7/5 21:03,1
3,华丽,2009/7/21 17:56,1
3,大热的动画一般不喜。。,2009/1/1 1:10,1
3,第一颗星献给在7年后的现在看起来也还是很酷的画面，第二星献给从游戏里移植过来，总在不经意间就能把我打动的音乐，最后一颗星献给回忆。,2012/8/29 20:22,1
3,效果确实无限好，比那个美国版好多了。。。但是fans向严重。我比较摸不清前后。 话说我好爱好爱Tifa = =。 多么纯粹一姑娘。,2010/1/9 19:17,1
3,core向,2008/12/5 0:52,1
3,年代久远，只记得哑巴男不是哑巴,2009/12/4 20:45,1
3,Difa，真是好听！,2008/10/23 11:41,1
3,（三星不足，兩星略少）劇情不多，就打打打，打打打，還不符合我觀念地打。畫面……同第一部最終幻想一樣，驚人的處於這個時代。09年的產品，大部分還是05年的製作，好多畫面都給我在看真實世界的感覺…… 還是適合給游戯眾看吧……,2011/11/7 0:38,1
3,华丽的画面弥补不了作为电影的失败,2010/6/5 1:08,1
3,画面美不胜收,2008/5/17 19:44,1
3,只是眩目难忘 就已足够,2011/11/11 20:58,0
3,炫特效,2012/6/4 22:20,1
3,喜欢游戏的人不要错过 许多小细节很有趣,2007/8/30 18:39,1
3,纯粹冲着视觉效果过去的，btw，mm很pp,2005/12/9 23:05,1
3,看上去很美,2011/1/20 19:29,1
3,剧情屎屎屎，最后KO也屎屎屎,2019/9/11 16:13,1
3,两分给特效，一分给情怀，不得不说2005年做出这样精致的人物和打斗场面赞到没话说。但是剧情苍白，人物平面，让华丽的外壳都失色了,2017/8/8 17:18,1
3,没想象中好看呐...,2012/8/16 23:49,1
3,画面做的和CG动画一样COOL，剧情TM能不能不要这么拖沓！！为啥每个角色都要发出几声日本女优的哼哼声······女角色也算了，男的搞基啊,2011/5/13 15:39,1
3,特效华丽，帅哥美女,2010/11/16 16:49,1
3,CG电影的确是日本做的棒，我昨天晚上看了一下秦时明月，就无语了。不过这片子的唯一缺点是不能作为独立剧情，如果没有玩过FF7的人就根本不知道这片子再说什么。不过好在FF7作为一个全世界范围内的经典游戏玩过的人还是不计其数的。,2011/12/28 14:14,1
3,就记得画面不错，女主角长得不错……,2010/10/16 21:37,1
3,因为画面太美了，不得不看的,2013/6/17 11:34,1
3,美人,2008/1/28 13:34,1
3,我X 时隔多年之后 才知道这片有两个我爱的声优啊。。。,2009/9/20 22:56,1
3,看帅哥,2011/4/22 21:23,1
3,單純欣賞電腦技術.,2007/10/1 11:08,1
3,CG真华丽，还是不如游戏,2006/11/21 23:58,1
3,现在看技术没那么惊艳了。没玩过FF7，看不出太多内容。,2019/7/28 19:36,2
3,再看就不觉得帅了……,2011/2/10 18:54,1
3,华丽的CG，性感的Tifa，就是太过FANS向。,2009/6/20 23:21,1
3,我纯看画面和看帅哥而已,2012/4/1 20:39,1
3,FF= =+木啥好说的,2011/6/21 21:22,1
3,不懂，但05年cg很叼。,2017/6/29 13:08,1
3,声音画面很细腻~没玩过这游戏的人，比如我，还是体会不太到剧情的魅力~,2011/9/25 2:33,1
3,男人都这么喜欢打打杀杀的哦?,2008/6/15 17:30,1
3,当年看着感觉不错，现在看就一般了，尤其是故事没讲好，还不如以扎克斯为主角呢,2024/9/28 10:00,0
3,画面挺好,2010/1/24 0:41,1
3,看不懂,2017/7/13 20:33,1
3,效果真的很好 剧情就没什么印象了 貌似看不太懂,2012/6/1 19:01,1
3,能再帅一点么。 克劳德！,2010/12/19 0:25,1
3,知名游戏衍生的动画电影， 剧情方面既然是延续游戏， 对像我这样没玩过游戏的人来说， 只能欣赏华丽的CG和精彩的打斗,2007/12/21 22:31,1
3,好帅啊 好酷啊 好靓啊 一样一星 共三星,2013/6/12 22:26,1
3,喜欢Tifa,2010/3/15 1:28,1
3,人物制作的很漂亮,2005/11/20 18:37,1
3,人物帅cry…,2014/4/13 22:44,1
3,迷之剧情，但是很帅,2017/3/14 7:52,1
3,看不明白啊,2016/10/13 17:50,1
3,除了画面，其余基本都是shit....,2010/1/9 0:18,1
3,终于知道什么叫fans向了，真无聊,2007/6/7 13:14,1
3,看完了5年了也没玩游戏……话说我到底为嘛要看这东西,2010/7/17 0:08,1
3,蒂法酱！,2012/4/25 21:07,1
3,不知道其他故事，单独看这个太痛苦了,2008/7/4 17:25,1
3,萨菲罗斯真是帅呆了,2013/9/24 20:57,1
3,萨菲罗斯的翅膀真帅啊，克劳德大招是七剑下天山啊，怎么不拍2了啊，PS被XBOX搞掉了么,2013/7/18 16:39,1
3,没玩过游戏，所以看得一头雾水，但冲着画面和人物蛮漂亮这个事实，还是给3星吧，实话说，真的没看明白，就发现一直在打斗,2011/8/21 15:18,1
3,太帅了，特别是驾着重型机车的样子...口水啊~~~,2008/5/7 22:34,1
3,大板刀来切菜,2012/4/9 13:40,1
3,拍的有点随心所欲，看似有剧情其实几乎没有，分了好多次才勉强看完，实在是有如嚼蜡,2019/6/19 12:09,1
3,那辆摩托车很帅 后来在哪里被山寨过,2010/3/6 19:01,1
3,画面很炫目，只是有点不知所云...,2011/4/23 23:29,1
3,对我这种不是fans的人，这片剩下的只有打斗。,2011/8/2 0:52,1
3,视效音乐精制作 剧情与名词须对FF7系列了解方可理解 略空洞。 FANS向,2009/2/20 0:11,1
3,唯美的人物,2009/12/20 10:56,1
3,05年便有如此质感的渲染，技术上必须满分！只不过让观众大呼过瘾的动作场面在镜头上实在是过于卖弄了，而且是只追求速度与激情而没有技巧的硬核卖弄，各种空间感缺失的虚拟镜头运动和物理冲击感缺失的假“拳拳到肉”作为观众的我始终难以适应，并,2019/9/15 6:02,1
3,我在看风景，望天,2007/5/17 11:55,1
3,打斗很精彩。但是剧情看的不是很懂。,2009/7/26 15:18,1
3,几年了，囧。。。,2009/9/12 23:39,1
3,帅得没话说...不过有些混乱,2010/7/23 0:34,1
3,作为一个没玩过游戏的人的评价。,2010/7/6 9:48,1
3,剧情没懂 只要打得爽 钢琴伴奏下的战斗还是不错的 蒂法的声优太挫,2012/4/16 17:43,1
3,骑着摩托的洗剪吹就屌炸了？嘁~开头好枯燥，后面还行。2013-9-5 （ppstv）,2013/9/5 21:12,1
3,除了CG就没啥了，还有离子烫帅哥,2005/10/29 23:30,1
3,非常令我失望，除了画面,2010/11/17 14:20,1
3,动画的细节做的很好 => 学了maya之后知道这句话的意思就是"动画做的很好",2009/5/10 2:51,1
3,美丽的Tifa,2013/2/13 9:15,1
3,震撼,2009/1/26 16:06,1
3,坦白讲，除了人设真的很帅之外，还真没。。。,2010/1/14 19:02,1
3,纯技术,2006/12/12 3:29,1
3,武打非常棒,2006/3/18 19:53,1
3,又有烧钱的冲动了不如玩一玩吧,2011/7/29 16:53,1
3,7.7，挺好看的，剧情嘛，几乎没有，这点让非游戏玩家没有打下四星的想法。,2021/3/7 18:51,0
3,做的很好，剧情一般,2011/5/30 17:20,1
3,当年把kadaj爱的死去活来……,2014/1/7 17:44,1
3,不管之前的剧情铺垫如何 这一部的剧情都很俗套。,2010/9/5 1:51,1
3,画面做的很好,2007/12/20 12:42,1
3,讲了些什么也没看懂还看得我眼花，还好有帅哥,2009/11/14 23:22,1
3,虽然有很多词汇不懂，但炫丽的特技值得一看。,2008/6/26 12:46,1
3,不知所云，只有补完游戏再看一遍；动画最后的大决战总有赶进度的嫌疑，难道是外包给某正在学3DMAX的大学生做的？而且，完全无视惯性这种东西的存在……,2007/7/2 15:36,1
3,这是一部专为游戏迷拍的影片. 动作虽然绚丽流畅，形式远大于内容。人物在影片里展现的是一个非常脸谱化的形象。,2018/12/14 11:01,1
3,剧情很无聊，画面很华丽,2010/4/26 23:04,1
3,我玩过游戏都看不出激情来，没玩过游戏的怎能喜欢。,2012/9/1 10:47,1
3,还是特效,2010/3/25 15:49,1
3,"优点: 画面太惊艳了.. 缺点: 只有画面惊艳了.. 好吧,我承认FF从来不是我的菜,所以这电影不是拍给我看的",2010/10/9 20:21,1
3,剧情是短板,2016/3/16 18:34,2
3,精美的画面，让人不忍心再看国产动画，情节烂了点感觉,2011/5/6 20:07,1
3,画面确实不错，其他就一般了,2010/3/21 20:29,1
3,懵懵懂懂,2019/7/18 23:08,2
3,没看过连续剧动画，但是电影版看着挺不错的,2008/6/7 23:51,1
3,完全看不懂,2011/9/5 15:25,1
3,小时候看的,2019/7/28 0:13,2
3,记得当年看时还挺喜欢来着，完全版让我看得极其失望，2个多小时的加长非常之无聊，完全没有加的必要。高清版更是让人看清了人设脸上的小麻子，特效也花了唿哨，还是05年版的好些吧。,2011/11/6 19:53,1
3,没打过游戏的我是看不懂的， 猪南希！,2012/3/10 18:18,1
3,还是觉得王者之剑好看些,2016/10/14 21:13,1
3,2008.07,2010/1/19 19:37,1
3,上高中的时候看得打鸡血的片子...总觉得帅哥都CG+3D化了还有什么能更加打动我心- 3-嗨，鸡血而已，年少轻狂的懵懂无知啊。,2010/7/15 19:26,1
3,加长了,2011/5/30 1:16,1
3,嗯…克劳德帅,2016/9/26 1:09,1
3,就看看画面吧,2016/9/16 22:44,1
3,种看过这一部，故事很一般嘛 不过Cloud确实帅,2012/6/25 12:53,1
3,特效真的不错、,2011/3/12 15:08,1
3,感觉剧情一般，但CG做的很不错，人物很日本动漫，金童玉女嘿嘿,2010/3/21 19:19,1
3,日本动画的动作戏总有一种浮于表面的华丽，没有那种欧美系的拳拳到肉的痛快感，不免让人觉得很娘很假···,2013/6/10 21:08,1
3,郁闷.....怎么我就萌不上cloud呢....... 不过真的被Sephiroth这句话杀到了”我在想该送你什么，就送你绝望好了“， 大爱这句话！,2010/11/29 19:01,1
3,史上最强最长的游戏CG,2011/4/22 23:57,1
3,忘记就忘记了,2011/6/28 13:38,1
3,非游戏玩家表示就是个加长版游戏CG，克劳德这装酷的中二病能打败萨菲罗斯，这不科学！！角色魅力而言，扎克斯和萨菲罗斯都比苦瓜脸的克劳斯强，霓虹国的审美真心不太苟同,2010/7/27 10:23,1
3,简直是装逼的极致，野村你他妈太牛逼了,2021/10/4 14:39,0
3,这是对我来说，“营销”非常成功的CG电影，为什么要花两个多小时看它？毕竟是十几年前的电影了，那是因为05，06年上学刚毕业，网吧里非主流少年盛行，只记得刷一会QQ空间，就要刷到那个黄发少年，真的是被各种刷屏，直到今天才知道叫克劳德，当年我怎么就没想起来去看看它呢？有些电影只属于那个年代，过去了就没有那个味了，两个小时的故事我是没看太懂，感觉信息量很大，一个完全架空的世界观，我还以为是类似于《生化危机》的设定，看到“星痕症”我回忆起来十几年前似乎在那个简介里看到过，其他的我真的是看了个寂寞，只能说人物打斗部分确实有够“动作”！我也是有够无聊！,2022/1/6 15:42,0
3,人设很棒、不过因为没玩过游戏所以根本不知道他在说啥。ZC。,2009/12/28 20:25,1
3,Zack赛高，其他真心都是浮云。,2012/9/10 21:13,1
3,TIFA~~就CG好看……,2011/1/11 22:58,1
3,精良制作+普通剧情+腐,2011/6/1 0:12,1
3,看不懂,2019/6/13 18:02,1
3,zacks,2008/5/13 15:07,1
3,不是粉丝,2009/12/11 13:19,1
3,不好看呐~,2008/11/12 19:23,1
3,我是谁我在哪里我要干什么的疑问三连又来了,2019/7/16 7:09,2
3,商業還是不商業呢？...反正沒明白...,2010/4/3 21:10,1
3,玩过FF7么？当是就为了这么个东西买了psp，，，,2008/2/1 19:08,1
3,没玩过游戏 也就看了这一步 总觉得好假 都不死的···,2013/6/27 22:37,1
3,不玩游戏，这个系列仅看过这一集..对剧情无感，人物和场景的建模还不错，面部表情差了些..CG时代，总觉离中国有些遥远...,2012/1/2 23:21,1
3,人长得很漂亮。,2008/8/24 11:53,1
3,一群美人，咦，剧情是什么？,2012/3/1 21:45,1
